, Time(), Date, Local Time, Latitude(deg), Longitude(deg), Altitude(m), Heading(deg), Pitch(deg), Roll(deg),TimestampGPS,TimestampHDF,x,y,z,heading,pitch,roll
0,1607340000,2023-12-21,10:26:47.340,41.21406429,1.72478555,54.56100000000001,243.856,0.268,-1.1520000000000001,1703154407340000.0,1703154406342776,0.0,0.0,0.0,243.856,0.268,-1.1520000000000001
1,1607350000,2023-12-21,10:26:47.350,41.21406429,1.72478555,54.56100000000001,243.856,0.26899999999999996,-1.15,1703154407350000.0,1703154406352818,0.0,0.0,0.0,243.856,0.26899999999999996,-1.15
2,1607360000,2023-12-21,10:26:47.360,41.21406429,1.72478555,54.56100000000001,243.856,0.26899999999999996,-1.151,1703154407359999.0,1703154406362740,0.0,0.0,0.0,243.856,0.26899999999999996,-1.151
3,1607370000,2023-12-21,10:26:47.370,41.21406429,1.72478555,54.56100000000001,243.856,0.268,-1.151,1703154407369999.0,1703154406372723,0.0,0.0,0.0,243.856,0.268,-1.151
4,1607380000,2023-12-21,10:26:47.380,41.21406429,1.72478555,54.56100000000001,243.857,0.267,-1.151,1703154407380000.0,1703154406382690,0.0,0.0,0.0,243.857,0.267,-1.151
5,1607390000,2023-12-21,10:26:47.390,41.21406429,1.72478555,54.56100000000001,243.856,0.271,-1.151,1703154407390000.0,1703154406392700,0.0,0.0,0.0,243.856,0.271,-1.151
6,1607400000,2023-12-21,10:26:47.400,41.21406429,1.72478555,54.56100000000001,243.856,0.273,-1.1520000000000001,1703154407399999.0,1703154406402716,0.0,0.0,0.0,243.856,0.273,-1.1520000000000001
7,1606410000,2023-12-21,10:26:46.410,41.21406429,1.72478555,54.56100000000001,243.856,0.27,-1.1520000000000001,1703154406409999.0,1703154406412727,0.0,0.0,0.0,243.856,0.27,-1.1520000000000001
8,1606420000,2023-12-21,10:26:46.420,41.21406429,1.72478555,54.56100000000001,243.855,0.266,-1.1520000000000001,1703154406420000.0,1703154406422703,0.0,0.0,0.0,243.855,0.266,-1.1520000000000001
9,1606430000,2023-12-21,10:26:46.430,41.21406429,1.72478555,54.56100000000001,243.855,0.267,-1.151,1703154406429999.0,1703154406432699,0.0,0.0,0.0,243.855,0.267,-1.151
10,1606440000,2023-12-21,10:26:46.440,41.21406429,1.72478555,54.56100000000001,243.855,0.271,-1.151,1703154406439999.0,1703154406442676,0.0,0.0,0.0,243.855,0.271,-1.151
11,1606450000,2023-12-21,10:26:46.450,41.21406428,1.72478555,54.56100000000001,243.855,0.27,-1.151,1703154406450000.0,1703154406452691,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.27,-1.151
12,1606460000,2023-12-21,10:26:46.460,41.21406428,1.72478555,54.56100000000001,243.855,0.266,-1.15,1703154406460000.0,1703154406462691,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.266,-1.15
13,1606470000,2023-12-21,10:26:46.470,41.21406428,1.72478555,54.56100000000001,243.855,0.264,-1.148,1703154406469999.0,1703154406472657,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.264,-1.148
14,1606480000,2023-12-21,10:26:46.480,41.21406428,1.72478555,54.56100000000001,243.855,0.267,-1.147,1703154406479999.0,1703154406482677,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.267,-1.147
15,1606490000,2023-12-21,10:26:46.490,41.21406428,1.72478555,54.56100000000001,243.855,0.27,-1.148,1703154406490000.0,1703154406492688,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.27,-1.148
16,1606500000,2023-12-21,10:26:46.500,41.21406428,1.72478555,54.56100000000001,243.855,0.27,-1.148,1703154406500000.0,1703154406502700,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.27,-1.148
17,1606510000,2023-12-21,10:26:46.510,41.21406428,1.72478555,54.56100000000001,243.855,0.26899999999999996,-1.147,1703154406509999.0,1703154406512681,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.26899999999999996,-1.147
18,1606520000,2023-12-21,10:26:46.520,41.21406428,1.72478555,54.56100000000001,243.855,0.27,-1.147,1703154406520000.0,1703154406522755,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.27,-1.147
19,1606530000,2023-12-21,10:26:46.530,41.21406428,1.72478555,54.56100000000001,243.855,0.272,-1.147,1703154406530000.0,1703154406533029,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.272,-1.147
20,1606540000,2023-12-21,10:26:46.540,41.21406428,1.72478555,54.56100000000001,243.855,0.271,-1.147,1703154406539999.0,1703154406542760,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.855,0.271,-1.147
21,1606550000,2023-12-21,10:26:46.550,41.21406428,1.72478555,54.56100000000001,243.856,0.26899999999999996,-1.146,1703154406549999.0,1703154406552801,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.856,0.26899999999999996,-1.146
22,1606560000,2023-12-21,10:26:46.560,41.21406428,1.72478555,54.56100000000001,243.856,0.27,-1.145,1703154406560000.0,1703154406562790,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.856,0.27,-1.145
23,1606570000,2023-12-21,10:26:46.570,41.21406428,1.72478555,54.56100000000001,243.856,0.272,-1.146,1703154406570000.0,1703154406572819,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.856,0.272,-1.146
24,1606580000,2023-12-21,10:26:46.580,41.21406428,1.72478555,54.56100000000001,243.857,0.271,-1.147,1703154406579999.0,1703154406582821,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.857,0.271,-1.147
25,1606590000,2023-12-21,10:26:46.590,41.21406428,1.72478555,54.56100000000001,243.857,0.26899999999999996,-1.148,1703154406590000.0,1703154406592764,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.857,0.26899999999999996,-1.148
26,1606600000,2023-12-21,10:26:46.600,41.21406428,1.72478554,54.56100000000001,243.857,0.27,-1.147,1703154406600000.0,1703154406602721,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.27,-1.147
27,1606610000,2023-12-21,10:26:46.610,41.21406428,1.72478554,54.56100000000001,243.857,0.275,-1.147,1703154406609999.0,1703154406612801,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.275,-1.147
28,1606620000,2023-12-21,10:26:46.620,41.21406428,1.72478555,54.56100000000001,243.857,0.275,-1.148,1703154406619999.0,1703154406622724,-1.628266181796789e-05,-0.0011101728305220604,0.0,243.857,0.275,-1.148
29,1606630000,2023-12-21,10:26:46.630,41.21406428,1.72478554,54.56100000000001,243.857,0.271,-1.149,1703154406630000.0,1703154406633109,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.271,-1.149
30,1606640000,2023-12-21,10:26:46.640,41.21406428,1.72478554,54.56100000000001,243.857,0.268,-1.148,1703154406640000.0,1703154406642710,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.268,-1.148
31,1606650000,2023-12-21,10:26:46.650,41.21406428,1.72478554,54.56100000000001,243.857,0.26899999999999996,-1.146,1703154406649999.0,1703154406652775,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.26899999999999996,-1.146
32,1606660000,2023-12-21,10:26:46.660,41.21406428,1.72478554,54.56100000000001,243.857,0.27,-1.146,1703154406659999.0,1703154406662762,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.27,-1.146
33,1606670000,2023-12-21,10:26:46.670,41.21406428,1.72478554,54.56100000000001,243.856,0.268,-1.148,1703154406670000.0,1703154406672790,-0.0008545988821424544,-0.0010978784412145615,0.0,243.856,0.268,-1.148
34,1606680000,2023-12-21,10:26:46.680,41.21406428,1.72478554,54.56100000000001,243.857,0.267,-1.146,1703154406679999.0,1703154406682741,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.267,-1.146
35,1606690000,2023-12-21,10:26:46.690,41.21406428,1.72478554,54.56100000000001,243.856,0.26899999999999996,-1.1440000000000001,1703154406689999.0,1703154406692724,-0.0008545988821424544,-0.0010978784412145615,0.0,243.856,0.26899999999999996,-1.1440000000000001
36,1606700000,2023-12-21,10:26:46.700,41.21406428,1.72478554,54.56100000000001,243.856,0.272,-1.1440000000000001,1703154406700000.0,1703154406702707,-0.0008545988821424544,-0.0010978784412145615,0.0,243.856,0.272,-1.1440000000000001
37,1606710000,2023-12-21,10:26:46.710,41.21406428,1.72478554,54.56100000000001,243.856,0.272,-1.1440000000000001,1703154406710000.0,1703154406712701,-0.0008545988821424544,-0.0010978784412145615,0.0,243.856,0.272,-1.1440000000000001
38,1606720000,2023-12-21,10:26:46.720,41.21406428,1.72478554,54.56100000000001,243.856,0.271,-1.1420000000000001,1703154406719999.0,1703154406722700,-0.0008545988821424544,-0.0010978784412145615,0.0,243.856,0.271,-1.1420000000000001
39,1606730000,2023-12-21,10:26:46.730,41.21406428,1.72478554,54.56100000000001,243.857,0.27,-1.141,1703154406729999.0,1703154406732694,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.27,-1.141
40,1606740000,2023-12-21,10:26:46.740,41.21406428,1.72478554,54.56100000000001,243.857,0.271,-1.14,1703154406740000.0,1703154406742674,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.271,-1.14
41,1606750000,2023-12-21,10:26:46.750,41.21406428,1.72478554,54.56100000000001,243.858,0.268,-1.14,1703154406750000.0,1703154406752566,-0.0008545988821424544,-0.0010978784412145615,0.0,243.858,0.268,-1.14
42,1606760000,2023-12-21,10:26:46.760,41.21406428,1.72478554,54.56,243.858,0.263,-1.139,1703154406759999.0,1703154406762758,-0.0008545988821424544,-0.0010978784412145615,-0.0010000000000047748,243.858,0.263,-1.139
43,1606770000,2023-12-21,10:26:46.770,41.21406428,1.72478554,54.56100000000001,243.857,0.263,-1.138,1703154406770000.0,1703154406772738,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.263,-1.138
44,1606780000,2023-12-21,10:26:46.780,41.21406428,1.72478554,54.56100000000001,243.858,0.267,-1.137,1703154406780000.0,1703154406782881,-0.0008545988821424544,-0.0010978784412145615,0.0,243.858,0.267,-1.137
45,1606790000,2023-12-21,10:26:46.790,41.21406428,1.72478554,54.56100000000001,243.858,0.27,-1.138,1703154406789999.0,1703154406792899,-0.0008545988821424544,-0.0010978784412145615,0.0,243.858,0.27,-1.138
46,1606800000,2023-12-21,10:26:46.800,41.21406428,1.72478554,54.56,243.857,0.267,-1.139,1703154406799999.0,1703154406802768,-0.0008545988821424544,-0.0010978784412145615,-0.0010000000000047748,243.857,0.267,-1.139
47,1606810000,2023-12-21,10:26:46.810,41.21406428,1.72478554,54.56100000000001,243.857,0.266,-1.139,1703154406810000.0,1703154406812703,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.266,-1.139
48,1606820000,2023-12-21,10:26:46.820,41.21406428,1.72478554,54.56100000000001,243.857,0.267,-1.138,1703154406820000.0,1703154406822971,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.267,-1.138
49,1606830000,2023-12-21,10:26:46.830,41.21406428,1.72478554,54.56100000000001,243.858,0.26899999999999996,-1.138,1703154406829999.0,1703154406832709,-0.0008545988821424544,-0.0010978784412145615,0.0,243.858,0.26899999999999996,-1.138
50,1606840000,2023-12-21,10:26:46.840,41.21406428,1.72478554,54.56100000000001,243.857,0.267,-1.14,1703154406840000.0,1703154406842663,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.267,-1.14
51,1606850000,2023-12-21,10:26:46.850,41.21406428,1.72478554,54.56100000000001,243.857,0.263,-1.139,1703154406850000.0,1703154406852641,-0.0008545988821424544,-0.0010978784412145615,0.0,243.857,0.263,-1.139
52,1606860000,2023-12-21,10:26:46.860,41.21406428,1.72478554,54.56100000000001,243.856,0.263,-1.138,1703154406859999.0,1703154406862634,-0.0008545988821424544,-0.0010978784412145615,0.0,243.856,0.263,-1.138
53,1606870000,2023-12-21,10:26:46.870,41.21406428,1.72478553,54.56100000000001,243.856,0.264,-1.138,1703154406869999.0,1703154406872630,-0.0016929151024669409,-0.0010855840519070625,0.0,243.856,0.264,-1.138
54,1606880000,2023-12-21,10:26:46.880,41.21406428,1.72478553,54.56100000000001,243.856,0.265,-1.138,1703154406880000.0,1703154406882628,-0.0016929151024669409,-0.0010855840519070625,0.0,243.856,0.265,-1.138
55,1606890000,2023-12-21,10:26:46.890,41.21406428,1.72478553,54.56100000000001,243.856,0.265,-1.138,1703154406890000.0,1703154406892629,-0.0016929151024669409,-0.0010855840519070625,0.0,243.856,0.265,-1.138
56,1606900000,2023-12-21,10:26:46.900,41.21406428,1.72478553,54.56100000000001,243.856,0.267,-1.138,1703154406899999.0,1703154406902638,-0.0016929151024669409,-0.0010855840519070625,0.0,243.856,0.267,-1.138
57,1606910000,2023-12-21,10:26:46.910,41.21406428,1.72478553,54.56100000000001,243.856,0.27,-1.138,1703154406909999.0,1703154406912638,-0.0016929151024669409,-0.0010855840519070625,0.0,243.856,0.27,-1.138
58,1606920000,2023-12-21,10:26:46.920,41.21406428,1.72478553,54.56100000000001,243.857,0.26899999999999996,-1.138,1703154406920000.0,1703154406922842,-0.0016929151024669409,-0.0010855840519070625,0.0,243.857,0.26899999999999996,-1.138
59,1606930000,2023-12-21,10:26:46.930,41.21406428,1.72478553,54.56100000000001,243.857,0.264,-1.138,1703154406929999.0,1703154406932737,-0.0016929151024669409,-0.0010855840519070625,0.0,243.857,0.264,-1.138
60,1606940000,2023-12-21,10:26:46.940,41.21406428,1.72478553,54.56100000000001,243.857,0.263,-1.137,1703154406939999.0,1703154406942693,-0.0016929151024669409,-0.0010855840519070625,0.0,243.857,0.263,-1.137
61,1606950000,2023-12-21,10:26:46.950,41.21406428,1.72478553,54.56100000000001,243.857,0.267,-1.138,1703154406950000.0,1703154406952720,-0.0016929151024669409,-0.0010855840519070625,0.0,243.857,0.267,-1.138
62,1606960000,2023-12-21,10:26:46.960,41.21406427,1.72478553,54.56100000000001,243.857,0.27,-1.139,1703154406960000.0,1703154406962694,-0.0017091978224925697,-0.002195756882429123,0.0,243.857,0.27,-1.139
63,1606970000,2023-12-21,10:26:46.970,41.21406427,1.72478553,54.56100000000001,243.857,0.268,-1.141,1703154406969999.0,1703154406972680,-0.0017091978224925697,-0.002195756882429123,0.0,243.857,0.268,-1.141
64,1606980000,2023-12-21,10:26:46.980,41.21406427,1.72478553,54.56100000000001,243.858,0.266,-1.141,1703154406979999.0,1703154406982682,-0.0017091978224925697,-0.002195756882429123,0.0,243.858,0.266,-1.141
65,1606990000,2023-12-21,10:26:46.990,41.21406427,1.72478553,54.56100000000001,243.858,0.268,-1.1420000000000001,1703154406990000.0,1703154406992676,-0.0017091978224925697,-0.002195756882429123,0.0,243.858,0.268,-1.1420000000000001
