, Time(), Date, Local Time, Latitude(deg), Longitude(deg), Altitude(m), Heading(deg), Pitch(deg), Roll(deg),TimestampGPS,TimestampHDF,x,y,z,heading,pitch,roll
0,1880150000,2023-07-07,10:31:20.150,41.22150682,1.72957374,61.685,162.47299999999998,-0.711,1.275,1688725880149999.0,1688725879149536,0.0,0.0,0.0,162.47299999999998,-0.711,1.275
1,1880160000,2023-07-07,10:31:20.160,41.22150679,1.72957375,61.685,162.455,-0.711,1.27,1688725880160000.0,1688725879159625,0.0007895490853115916,-0.0033427709713578224,0.0,162.455,-0.711,1.27
2,1880170000,2023-07-07,10:31:20.170,41.22150677,1.72957376,61.685,162.436,-0.7140000000000001,1.272,1688725880170000.0,1688725879169483,0.0015953221591189504,-0.0055753691121935844,0.0,162.436,-0.7140000000000001,1.272
3,1880180000,2023-07-07,10:31:20.180,41.22150675,1.72957377,61.685,162.42,-0.711,1.27,1688725880179999.0,1688725879179565,0.002401095232926309,-0.0078079672530293465,0.0,162.42,-0.711,1.27
4,1880190000,2023-07-07,10:31:20.190,41.22150672,1.72957379,61.685,162.399,-0.71,1.265,1688725880190000.0,1688725879189471,0.004028865252621472,-0.011162989772856236,0.0,162.399,-0.71,1.265
5,1880200000,2023-07-07,10:31:20.200,41.2215067,1.7295738,61.685,162.382,-0.7120000000000001,1.265,1688725880199999.0,1688725879199594,0.004834638326428831,-0.013395587913691998,0.0,162.382,-0.7120000000000001,1.265
6,1880210000,2023-07-07,10:31:20.210,41.22150667,1.72957381,61.685,162.368,-0.711,1.26,1688725880210000.0,1688725879209703,0.005624187411740422,-0.01673836074769497,0.0,162.368,-0.711,1.26
7,1880220000,2023-07-07,10:31:20.220,41.22150665,1.72957383,61.685,162.349,-0.71,1.253,1688725880219999.0,1688725879219583,0.007268181478139013,-0.0189832067117095,0.0,162.349,-0.71,1.253
8,1880230000,2023-07-07,10:31:20.230,41.22150662,1.72957384,61.684,162.329,-0.7120000000000001,1.255,1688725880230000.0,1688725879229496,0.008057730563450605,-0.02232597954571247,-0.0010000000000047748,162.329,-0.7120000000000001,1.255
9,1880240000,2023-07-07,10:31:20.240,41.2215066,1.72957385,61.684,162.308,-0.7120000000000001,1.252,1688725880239999.0,1688725879239460,0.008863503695465624,-0.02455857675522566,-0.0010000000000047748,162.308,-0.7120000000000001,1.252
10,1880250000,2023-07-07,10:31:20.250,41.22150657,1.72957387,61.684,162.286,-0.711,1.245,1688725880250000.0,1688725879249594,0.010491273715160787,-0.027913598343729973,-0.0010000000000047748,162.286,-0.711,1.245
11,1880260000,2023-07-07,10:31:20.260,41.22150654,1.72957388,61.684,162.268,-0.7120000000000001,1.245,1688725880260000.0,1688725879259479,0.011280822800472379,-0.031256371177732944,-0.0010000000000047748,162.268,-0.7120000000000001,1.245
