, Time(), Date, Local Time, Latitude(deg), Longitude(deg), Altitude(m), Heading(deg), Pitch(deg), Roll(deg),TimestampGPS,TimestampHDF,x,y,z,heading,pitch,roll
0,1591900000,2023-09-20,11:26:31.900,41.22143481,1.72966559,60.426,158.641,-0.9740000000000001,-1.226,1695209191899999.0,1695209191904695,0.0,0.0,0.0,158.641,-0.9740000000000001,-1.226
1,1591910000,2023-09-20,11:26:31.910,41.22143451,1.72966574,60.425,158.668,-0.9590000000000001,-1.247,1695209191910000.0,1695209191914734,0.012086645525414497,-0.03348895348608494,-0.0010000000000047748,158.668,-0.9590000000000001,-1.247
2,1591920000,2023-09-20,11:26:31.920,41.22143422,1.7296659,60.425,158.691,-0.943,-1.265,1695209191920000.0,1695209191924683,0.02502773585729301,-0.06587998569011688,-0.0010000000000047748,158.691,-0.943,-1.265
3,1591930000,2023-09-20,11:26:31.930,41.22143391,1.72966603,60.426,158.691,-0.937,-1.265,1695209191929999.0,1695209191934831,0.03542171517619863,-0.10045461636036634,0.0,158.691,-0.937,-1.265
4,1591940000,2023-09-20,11:26:31.940,41.22143361,1.72966619,60.425,158.668,-0.946,-1.247,1695209191940000.0,1695209191944830,0.0483465829747729,-0.1339558195322752,-0.0010000000000047748,158.668,-0.946,-1.247
5,1591950000,2023-09-20,11:26:31.950,41.22143331,1.72966635,60.424,158.639,-0.978,-1.198,1695209191949999.0,1695209191954774,0.06127145088976249,-0.16745702270418406,-0.0020000000000024443,158.639,-0.978,-1.198
6,1591960000,2023-09-20,11:26:31.960,41.221433,1.72966648,60.425,158.629,-1.0190000000000001,-1.133,1695209191960000.0,1695209191964813,0.07166543049970642,-0.20203165523707867,-0.0010000000000047748,158.629,-1.0190000000000001,-1.133
7,1591970000,2023-09-20,11:26:31.970,41.2214327,1.72966664,60.424,158.643,-1.037,-1.099,1695209191969999.0,1695209191974693,0.08459029864752665,-0.23553285654634237,-0.0020000000000024443,158.643,-1.037,-1.099
8,1591980000,2023-09-20,11:26:31.980,41.2214324,1.72966681,60.423,158.67,-1.016,-1.129,1695209191980000.0,1695209191984672,0.09835338877746835,-0.2690463112667203,-0.0030000000000001137,158.67,-1.016,-1.129
9,1591990000,2023-09-20,11:26:31.990,41.22143209,1.72966694,60.424,158.692,-0.9740000000000001,-1.196,1695209191989999.0,1695209191994744,0.1087473687948659,-0.30362094193696976,-0.0020000000000024443,158.692,-0.9740000000000001,-1.196
